Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Average NAR,avrg
338,RUR9550,RUR9550__S_Attawa_CMPak5629,3,C4-GUJ-01,,CM Pak,5629,1,1,0.8023533950617284,1,0.8677662037037037,0.6743904320987654,1,1,0.9517361111111111,0.9054976851851853,1,0.8803240740740741,1,1,1,1,0.9077546296296297,1,0.9056134259259259,1,1,1,1,1,1,1,1,1,1,1,1,0.944771797839506,0.9447717978395062
339,GUJ5194,GUJ5194__T_Gujranwala_FoodIndustries(JOJO),1,C4-GUJ-01,,Jazz CP Prime,,0.8360763888888889,0.8690277777777777,1,1,1,1,0.9809027777777778,0.9877893518518519,1,0.9868055555555556,0.9222800925925926,1,1,1,1,0.9848842592592593,0.9768518518518519,0.9183449074074075,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9731481481481481,0.9731481481481481
340,GUJ3089,GUJ3089__Satellitetown,4,C4-GUJ-01,9,Stand by,,1,0.9636111111111111,0.9821469907407407,1,1,1,0.9960503472222222,1,1,0.980222800925926,1,0.9514756944444445,1,1,0.8385271990740741,0.8338831018518519,1,0.8115017361111111,0.9004050925925926,0.8445023148148149,1,1,1,1,1,1,1,1,1,1,1,0.9551163194444443,0.9551163194444444
341,GUJ9672,GUJ9672__S_FFQSupportsProgramKhialibranch,3,C4-GUJ-01,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9424768518518518,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9971238425925926,0.9971238425925926
342,GUJ3742,GUJ3742__HafizPlaza,3,C4-GUJ-01,30,Stand by,,0.9986689814814815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999933449074074,0.999933449074074
343,HWY9044,HWY9044__S_Salar_CMPak7118,3,C4-GUJ-01,,CM Pak,7118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,GUJ5469,GUJ5469__S_Jagna,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-01734,1,0.9826273148148148,0.9947723765432098,1,1,0.9956597222222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9986529706790124,0.9986529706790124
345,GUJ9407,GUJ9407__S_Usman Gill Cnly Warid_GJ4152,3,C4-GUJ-01,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,RUR1051,RUR1051__Nizampur,3,C4-GUJ-01,9,Stand by,,0.7850347222222223,0.9298302469135803,0.9167824074074075,1,1,1,1,0.9892939814814815,0.9130979938271605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9767019675925926,0.9767019675925925
347,GUJ3359,GUJ3359__DeltaRd,3,C4-GUJ-01,9,Stand by,,1,1,1,1,1,1,1,1,0.9218364197530864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9960918209876543,0.9960918209876543
348,HWY9737,HWY9737__MoreAmenabad2,3,C4-GUJ-01,31+30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,GUJ6135,GUJ6135__S_NabiPura_CMPak4087,3,C4-GUJ-01,,CM Pak,CMPak4087,0.9734953703703704,0.8658641975308643,0.7381751543209877,0.825925925925926,0.7366898148148149,1,0.89375,1,1,0.7077777777777778,0.9964120370370371,0.6929976851851852,1,1,0.9685763888888889,0.7568287037037037,0.512079475308642,1,0.7562577160493827,1,1,1,1,1,1,1,1,1,1,1,1,0.8712415123456791,0.871241512345679
350,GUJ0316,GUJ0316_Thana wala Bazar,1,C4-GUJ-01,,Jazz CP Prime,,1,1,1,0.8759259259259259,1,0.8945023148148148,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9880208333333333,1,1,1,1,1,1,1,1,1,1,1,0.9879224537037038,0.9879224537037037
351,GUJ9465,GUJ9465__S_Qasim Town Warid_MDGJ1828,3,C4-GUJ-01,20,Stand by,,0.8860532407407408,0.6989274691358025,1,0.9586419753086419,0.9218364197530864,0.9994791666666667,0.9481520061728396,0.966358024691358,1,0.9514660493827161,0.8441435185185187,0.9056712962962963,0.8126041666666668,0.9711458333333334,0.9847222222222223,0.9582561728395061,0.9584722222222222,0.9391396604938271,0.9111496913580247,0.9351157407407408,1,1,1,1,1,1,1,1,1,1,1,0.9275667438271604,0.9275667438271605
352,GUJ8945,GUJ8945__WahdatColony,3,C4-GUJ-01,9,Stand by,,1,0.9672067901234568,1,1,1,0.9933487654320987,1,1,1,1,1,1,1,1,1,1,1,0.9919753086419754,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9976265432098768,0.9976265432098765
353,KNB9978,KNB9978__KotliNawab,4,C4-GUJ-01,30,Stand by,,1,1,0.9913194444444444,1,0.8987268518518519,0.7231018518518519,1,0.9253038194444444,1,1,1,0.9862847222222222,1,1,0.9607204861111112,0.9640046296296296,1,1,0.8022887731481481,1,1,1,1,1,1,1,1,1,1,1,1,0.9625875289351853,0.9625875289351852
354,RUR9428,RUR9428__S_Butala Warid_MDGJ4493,3,C4-GUJ-01,,Ufone,3959,1,1,1,1,1,0.9962191358024691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998109567901234,0.9998109567901234
355,GUJ3349,GUJ3349__FreedTown,3,C4-GUJ-01,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,KMK5928,KMK5928__S_New Model Town Warid_IK1570,3,C4-GUJ-01,,CP Prime,,1,1,1,0.9726851851851852,1,1,1,1,1,0.9644675925925926,0.9185378086419753,0.9303742283950618,0.9225347222222222,0.9884336419753087,0.9186728395061728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9807853009259258,0.9807853009259259
357,RUR5919,RUR5919__S_Chandali-KMK Warid_IK5085,3,C4-GUJ-01,,Ufone,3396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,GUJ9418,GUJ9418__S_Faqirpura Warid_GJ4231,3,C4-GUJ-01,27,Stand by,,0.9645254629629629,0.928125,0.9295910493827161,0.9619020061728395,0.9479938271604939,0.9865162037037037,0.8637152777777778,0.9834297839506173,1,0.9661265432098766,0.9344328703703704,0.9767361111111111,0.975829475308642,0.9946180555555556,0.9723225308641975,0.9871527777777778,0.9675347222222223,0.9948881172839507,0.9707368827160494,1,1,1,1,1,1,1,1,1,1,1,1,0.9653088348765431,0.9653088348765432
359,GUJ0470,GUJ0470__WapdaTownGujwl,6,C4-GUJ-01,30,Stand by,,1,1,1,1,1,1,1,1,0.9590972222222223,0.9494502314814814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9954273726851852,0.9954273726851852
360,GUJ9849,GUJ9849__Mohallah_Qadri,3,C4-GUJ-01,27,Stand by,,1,0.9850694444444444,0.9496913580246914,1,1,1,1,0.9811998456790123,1,1,1,1,1,0.9861111111111112,1,1,1,1,0.9511998456790124,1,1,1,1,1,1,1,1,1,1,1,1,0.9926635802469136,0.9926635802469136
361,KMK4470,KMK4470__AliArcadeGTRoad,4,C4-GUJ-01,20,Stand by,,1,1,1,0.9691695601851852,0.9494184027777778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9959293981481482,0.9959293981481481
362,KMK9799,KMK9799__MuhammadPura,3,C4-GUJ-01,20,Stand by,,1,1,1,1,0.9947916666666666,1,1,1,0.9909143518518518,1,1,1,0.9613233024691358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9973514660493826,0.9973514660493826
363,GUJ0410,GUJ0410__SheranwalaBagh,3,C4-GUJ-01,27,Stand by,,1,1,1,1,0.9545717592592593,0.9586226851851852,1,1,1,1,1,1,0.9674768518518518,1,1,1,1,1,1,0.9413001543209877,1,1,1,1,1,1,1,1,1,1,1,0.9910985725308643,0.9910985725308642
364,GUJ9462,GUJ9462__S_DC Rd Warid_MDGJ4212,5,C4-GUJ-01,13,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9836574074074074,1,0.9277314814814815,1,1,1,1,1,1,1,1,1,1,1,0.9955694444444443,0.9955694444444444
365,GUJ9414,GUJ9414__S_Sec Y-People Cnly Warid_GJ4197,3,C4-GUJ-01,30,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9087615740740741,0.9860030864197531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9947382330246913,0.9947382330246914
366,GUJ5444,GUJ5444__S_SehansraGoraya,3,C4-GUJ-01,,E.Co,e.coPK017911PU,0.5432677469135803,0.8116396604938272,0.9355902777777778,0.971508487654321,0.9565200617283951,0.9867901234567901,0.9133333333333333,1,0.9887345679012346,0.9622685185185185,0.9273533950617284,0.955054012345679,0.8988734567901234,1,0.9608989197530864,0.9189429012345679,0.9630208333333333,0.9719328703703703,0.9809220679012346,0.9681905864197531,1,1,1,1,1,1,1,1,1,1,1,0.9307420910493829,0.9307420910493827
367,KMK0969,KMK0969__Ittehad Store,1,C4-GUJ-01,,Jazz CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,GUJ1501,GUJ1501__GMCnewmuslimColonyGUJ,3,C4-GUJ-01,,CM Pak,5618,1,1,1,1,1,0.9950231481481482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9997511574074075,0.9997511574074075
369,GUJ6134,GUJ6134__S_SectorYPeoplesColony_CMPak5222,3,C4-GUJ-01,,CM Pak,CMPak5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,GUJ6293,GUJ6293_S_PipliwalaGoraya ,3,C4-GUJ-01,,E.Co,e.coPK018438PU,1,1,0.9845486111111111,1,1,1,0.937962962962963,1,1,1,1,0.9976273148148148,0.9597800925925926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9939959490740742,0.9939959490740741
371,RUR0468,RUR0468__S_SalehPur,4,C4-GUJ-01,,Ufone,7744,1,1,1,1,1,1,1,1,1,0.9953125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999765625,0.999765625
372,GUJ5755,GUJ5755_H_Park Canal View Sector 2 Canal View,3,C4-GUJ-01,,ATL,ATGJW16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,GUJ5569,GUJ5569_H_Sardar Colony Gujranwala,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-07835,1,1,0.851994598765432,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8565393518518518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9854266975308642,0.9854266975308641
374,GUJ5900,GUJ5900_H_Mubarak Colony Gujranwala,3,C4-GUJ-01,,E.Co,e.coPK019561PU,1,1,1,1,1,0.9899498456790123,1,1,1,1,0.9957754629629629,1,1,1,1,0.9943094135802469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9990017361111111,0.9990017361111111
375,RUR5727,"RUR5727_H_USF_MOT-M11-U3_Guniaur, Gujranwala",3,C4-GUJ-01,,Tawal,TWPGRW0007U,1,1,1,1,1,1,1,0.9881365740740741,1,1,1,1,1,1,1,1,1,1,0.9486574074074074,0.6389390432098767,1,1,1,1,1,1,1,1,1,1,1,0.978786651234568,0.9787866512345679
376,GUJ6042,GUJ6042__S_CitiHousingPhase2,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-02848,1,1,1,1,1,1,1,1,1,1,1,1,0.9957175925925926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9997858796296295,0.9997858796296296
377,RUR9038,RUR9038__S_Mandiala,3,C4-GUJ-01,,Enfrashare,EC1-KMK-09132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,AMN9053,AMN9053__S_Eminabad,3,C4-GUJ-01,,Tawal,TWPGRW0014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,KMK9066,KMK9066__S_BaghdadTown,3,C4-GUJ-01,,E.Co,e.coPK019718PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,HWY9278,HWY9278__S_ Nadala SandhRorhiSharif,3,C4-GUJ-01,,Tawal,TWPGRW0006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8641203703703704,0.9677662037037037,1,1,1,1,1,1,1,1,1,1,1,0.9915943287037037,0.9915943287037037
381,KMK9308,KMK9308__S_ImamBargahKashana,3,C4-GUJ-01,,ATL,ATKMK1,1,1,1,1,1,1,1,1,1,1,1,1,0.9514467592592593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997572337962963,0.9975723379629629
382,GUJ9556,GUJ9556__S_GovtShuhadaEAPSMemorial School,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-08173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
383,KMK8459,KMK8459__S_PuranaChajokiRd,3,C4-GUJ-01,,Tawal,TWPGRW0010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,GUJ8388,GUJ8388__S_GMagnoliaPark,3,C4-GUJ-01,,E.Co,e.coPK015629PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9978587962962963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998929398148148,0.9998929398148149
385,GUJ9561,GUJ9561__S_KotliArbang,3,C4-GUJ-01,,E.Co,e.coPK000979PU,0.8054976851851852,0.6958333333333333,1,1,0.9952546296296296,1,0.9931712962962963,1,1,1,1,1,1,1,0.9608101851851852,0.9268441358024692,0.9704475308641975,0.9108217592592592,0.9256095679012346,0.7420717592592593,1,1,1,1,1,1,1,1,1,1,1,0.9463180941358026,0.9463180941358025
386,WND8628,WND8628__S_PTCLExchangeWahndo_GTRP2150,3,C4-GUJ-01,,PTCL,GTRP2150,0.8892939814814814,0.923900462962963,0.9334606481481481,0.9712037037037037,0.8483140432098766,0.6657098765432101,0.8449074074074074,0.6826620370370371,1,1,1,0.983912037037037,1,1,0.9382986111111111,0.8535686728395062,1,1,0.8156442901234567,1,1,1,1,1,1,1,1,1,1,1,1,0.917543788580247,0.917543788580247
387,RUR1165,RUR1165__S_Darajake,3,C4-GUJ-01,,E.Co,e.coPK019896PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,GUJ8620,GUJ8620__S_ChanDaQilaChowk_Ufone3952,3,C4-GUJ-01,,Ufone,3952,1,1,0.8068171296296297,1,0.8166087962962962,0.32616898148148143,1.1574074074371943e-05,1,1,0.8569444444444445,1,0.8281828703703703,1,1,1,1,0.8410300925925925,1,0.888912037037037,1,1,1,1,1,1,1,1,1,1,1,1,0.8682337962962963,0.8682337962962963
389,GUJ0101,GUJ0101__S_QaziTown_TPLGW202,3,C4-GUJ-01,,Telenor,LGW202,1,1,0.8151041666666666,1,0.8083217592592592,0.4103125000000001,0.9403935185185185,1,1,0.7811342592592593,1,0.7842283950617284,1,1,1,1,0.7877893518518518,1,0.8266782407407407,1,1,1,1,1,1,1,1,1,1,1,1,0.9076981095679013,0.9076981095679012
390,KMK8569,KMK8569_H_ChoudryMktKamonki,3,C4-GUJ-01,30+31,Stand by,,1,1,0.9582561728395061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9979128086419753,0.9979128086419753
391,SDK1691,SDK1691__S_NearMadniPolyTexPvt,3,C4-GUJ-01,,ATL,ATKMK3,1,1,1,1,0.9979745370370371,1,1,1,1,0.6656442901234568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9831809413580247,0.9831809413580247
392,RUR5532,RUR5532__S_CitiHousing,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-02153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
393,GUJ5226,GUJ5226__T_Imtiaz Store King Mall,1,C4-GUJ-01,,Jazz CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,KMK4527,KMK4527_S_NRSPMicorfinanceBANK,3,C4-GUJ-01,,Enfrashare,EC1-KMK-09803,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.971712962962963,1,1,1,1,1,1,1,1,1,1,1,0.9985856481481482,0.9985856481481481
395,GUJ6583,"Ariana Wali Gali, Urdu Bazar",1,C4-GUJ-01,,Jazz CP Prime,,1,1,1,1,1,1,0.02893518518518534,0.5084837962962963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.926870949074074,0.9268709490740741
396,GUJ8284,GUJ8284_S_jamiamasjid muhalla Quaid-e-azam,3,C4-GUJ-01,,E.Co,e.coPK015525PU,1,0.9934992283950618,1,1,1,1,0.9544444444444444,1,1,1,1,0.9556905864197531,1,1,1,1,1,0.8064236111111112,0.8631365740740741,1,1,1,1,1,1,1,1,1,1,1,1,0.9786597222222222,0.9786597222222223
397,GUJ8279,GUJ8279_S_NowshehrasansiGraveyard,3,C4-GUJ-01,,E.Co,e.coPK020181PU,1,1,0.9680748456790124,1,1,1,1,1,1,1,1,0.9634259259259259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9965750385802469,0.996575038580247
398,GUJ8287,GUJ8287_S_Usmancolony,3,C4-GUJ-01,,E.Co,e.coPK015632PU,0.996141975308642,0.9857253086419753,1,1,1,1,1,1,1,0.6266666666666667,1,1,1,1,1,1,1,0.8374498456790124,0.9259837962962963,1,1,1,1,1,1,1,1,1,1,1,1,0.9685983796296297,0.9685983796296296
399,KMK8278,KMK8278_S_Kassuki,3,C4-GUJ-01,,E.Co,e.coPK020221PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400,KMK8290,KMK8290__S_JamiaMasjidAkbari,3,C4-GUJ-01,,E.Co,e.coPK020180PU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,RUR7589,RUR7589__S_KhanPiaraEminabadRd,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-09974 ,0.9769675925925926,0.8755208333333333,1,1,0.7333449074074073,0.9834490740740741,1,0.8070987654320988,1,1,1,1,1,1,1,1,1,1,0.8393981481481482,1,1,1,1,1,1,1,1,1,1,1,1,0.9607889660493829,0.9607889660493827
402,RRC0016,RRC0016_S_Bhundri,3,C4-GUJ-01,,ATL,ATMDK8,1,1,1,1,1,0.9945023148148148,1,0.99375,1,1,1,1,1,1,1,0.9983217592592593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9993287037037037,0.9993287037037036
403,GUJ9940,GUJ9940__S_GovtGirlsDegreeCollegeTariqAbad,3,C4-GUJ-01,,E.Co,e.coPK015524PU,1,1,0.8997106481481482,0.7037422839506173,1,0.8166473765432098,1,1,1,1,0.8317708333333333,1,0.8164351851851852,1,1,0.8777199074074075,1,0.7938078703703704,1,0.7875,1,1,1,1,1,1,1,1,1,1,1,0.9263667052469134,0.9263667052469136
404,GUJ9923,GUJ9923__S_GraveyardKhiyaliNorth,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-10194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,GUJ9099,GUJ9099__S_GhosiaFlyoverGMagnliaPark,3,C4-GUJ-01,,Tawal,TWPGRWDD13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,RRC0052,RRC0052__S_HelipadGroundCitiHousing,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-10216,1,1,1,1,1,1,0.8270447530864198,1,1,0.9221643518518519,1,1,0.9432291666666667,1,0.9001967592592592,0.9206018518518518,0.9788773148148148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9746057098765432,0.9746057098765433
407,KMK9793,KMK9793__S_TankiWalaRd,3,C4-GUJ-01,,Enfrashare,EC1-KMK-10150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,GUJ9699,GUJ9699__S_GhosiaFlyoverGMagnoliaPark,3,C4-GUJ-01,,Tawal-,TWPGRW0013,1,1,1,1,1,0.8926388888888889,1,1,0.952662037037037,1,1,1,1,1,1,1,1,0.8532407407407407,1,0.73,1,1,1,1,1,1,1,1,1,1,1,0.9714270833333334,0.9714270833333333
409,RRC7589,,3,C4-GUJ-01,,Enfrashare,EC1-GUJ-09974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,GUJ9533,GUJ9533__S_TaekwondoKarateAcademy_CMPak43038,3,C4-GUJ-01,,ZONG-,CMPAK-43038,1,1,0.9295717592592593,1,0.9146412037037037,0.9951967592592592,1,1,1,0.893275462962963,1,0.8853009259259259,1,1,1,1,0.9055555555555556,1,0.9387152777777777,1,1,1,1,1,1,1,1,1,1,1,1,0.9731128472222222,0.9731128472222222
411,GUJ9871,GUJ9871__S_Rehmanabad_CMPak42627,3,C4-GUJ-02,,CM Pak,42627,1,1,1,1,1,0.19745370370370352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9598726851851852,0.9598726851851852
412,GUJ6202,GUJ6202__S_QilaSundarSingh,3,C4-GUJ-02,,E.Co,e.coPK018348PU,1,1,0.9349537037037037,1,1,0.9617476851851852,1,1,1,1,1,0.9677662037037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9932233796296297,0.9932233796296296
413,GUJ1456,GUJ1456__ShalimarTownGUJ,4,C4-GUJ-02,,Ufone,CI-1320,0.9829137731481481,0.9407552083333334,0.9977864583333333,1,1,0.9945601851851852,1,0.9793113425925926,1,1,1,1,1,0.9984519675925926,1,1,1,0.9954282407407408,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9944603587962961,0.9944603587962964
414,Guj8283,GUJ8283__S_RuryalaWarriach,3,C4-GUJ-02,,E.Co,e.coPK017041PU,1,1,1,1,1,1,1,1,1,0.9800925925925926,0.9611689814814814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9970630787037038,0.9970630787037037
415,GUJ9534,GUJ9534__BagdadTownAlamChowkPTCL_EXC,3,C4-GUJ-02,,PTCL,GTRP2052,0.9403163580246914,0.8818094135802469,0.7996913580246914,0.904957561728395,0.7879436728395062,0.9009837962962963,0.9493634259259259,1,0.9967206790123457,0.9296296296296297,0.9881172839506173,0.9746720679012346,0.9638117283950617,0.9171296296296296,0.9719907407407408,0.9668788580246913,1,0.9555555555555556,0.9649112654320988,0.9711226851851852,1,1,1,1,1,1,1,1,1,1,1,0.9382802854938272,0.9382802854938272
416,GUJ3816,GUJ3816__Mohallah_Shaheenabad,4,C4-GUJ-02,20,Stand by,,0.9984664351851852,1,0.9169704861111111,0.7283709490740741,1,0.994386574074074,0.9451822916666667,1,1,0.9421064814814815,0.8919936342592593,0.9961226851851852,0.8884693287037038,1,1,0.9273148148148148,0.9945601851851852,0.9678240740740741,1,0.938599537037037,1,1,1,1,1,1,1,1,1,1,1,0.9565183738425926,0.9565183738425925
417,GUJ8150,GUJ8150__GeneralBusStand,2,C4-GUJ-02,,Jazz CP Prime,,0.8952546296296297,0.579039351851852,0.9074652777777779,0.5645717592592593,0.9566550925925926,0.5576967592592592,0.9610821759259259,1,0.9722800925925926,0.9515046296296297,0.6727430555555556,0.9497685185185185,0.6868055555555556,0.9732638888888889,0.9356481481481481,0.7277662037037036,1,0.6609375,0.9579282407407408,0.6303125,1,1,1,1,1,1,1,1,1,1,1,0.8270361689814812,0.8270361689814814
418,GUJ8152,GUJ8152__BankSquare,2,C4-GUJ-02,,Jazz CP Prime,,1,1,0.38657407407407407,0.36307870370370365,1,1,0.7174768518518518,1,1,1,1,1,0.762974537037037,1.1574074074371943e-05,1,1,1,0.6143171296296297,0.013807870370370123,1,1,1,1,1,1,1,1,1,1,1,1,0.7929120370370369,0.792912037037037
419,GUJ9442,GUJ9442__S_Rahmanpura Warid_MDGJ4215,3,C4-GUJ-02,30,Stand by,,0.9690586419753087,0.9783564814814815,0.9148533950617284,0.9606481481481481,0.9950231481481482,1,1,1,1,0.9794560185185185,0.976929012345679,0.9781635802469135,1,0.9969328703703704,1,1,1,0.9662808641975309,0.9898919753086419,1,1,1,1,1,1,1,1,1,1,1,1,0.9852797067901236,0.9852797067901234
420,GUJ0724,GUJ0724__Garjakh,4,C4-GUJ-02,30,Stand by,,0.9911168981481482,0.991550925925926,0.9984375,0.9905960648148148,0.9880787037037037,1,1,1,1,1,0.9933449074074074,0.9969039351851852,1,0.9969328703703704,1,1,1,0.9820601851851852,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9964510995370371,0.9964510995370371
421,GUJ5519,GUJ5519_H_Nowshera Sansi Rd,3,C4-GUJ-02,,ATL,ATGJW11,0.6679783950617286,0.6029706790123457,0.31901234567901227,0.5381635802469138,0.924537037037037,1,1,1,1,0.9640239197530864,1,0.9559027777777778,0.9571180555555555,1,0.9912422839506173,0.9876929012345679,0.9625578703703703,0.9514930555555555,0.950096450617284,0.9934413580246914,1,1,1,1,1,1,1,1,1,1,1,0.8883115354938271,0.8883115354938272
422,GUJ6549,GUJ6549__S_KotliRustam,3,C4-GUJ-02,,Enfrashare,EC1-GUJ-05054,1,1,1,1,1,0.594212962962963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9797106481481481,0.9797106481481481
