Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,TDT,T-Fuel,Occurrence ,Total NAR,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th,26th,27th,28th,29th,30th,31st,Fuel Total,MBU,OMO Host Name,Host ID,Type
42,GJR3431,GJR3431__MohallahEidGah,3,C4-GRT-04,,CP Prime,,353.28333333333336,10.95,610.8166666666667,1439.983333333333,18.083333333333336,,,,,,26.500000000000004,,,,,,,,,,,,,,,,,,,,,2459.6166666666663,,6,0.9715322145061728,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
43,RUR0527,RUR0527__S_Jheranwala_new,3,C4-GRT-04,,UFONE,7821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,UFone,7821,Macro
44,RUR0820,RUR0820_Awan Sharif_,3,C4-GRT-04,,UFONE,7873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,UFone,7873,Macro
45,GJR6287,GJR6287__S_Badshahi_Road_MDGU4256,3,C4-GRT-04,27,Stand by,,,,239.66666666666669,,,,32.00000000000001,,,,,,,,,,,,155.7,435.08333333333337,,,,,,,,,,,,862.45,,4,0.9900179398148148,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
46,GJR6291,GJR6291__S_Boraywala_chowk_MDGU4203,3,C4-GRT-04,,CP Prime,,,,,,,206.3333333333333,7.916666666666667,,,,,,,,,,,,,1404.25,,,,,,,,,,,,1618.5,,3,0.9812673611111111,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
47,RUR5626,RUR5626_H_Majara Gujrat,3,C4-GRT-04,,Enfrashare,EC1-JPB-08184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
48,RUR5671,RUR5671__S_Sohal_TelenorISHL01,3,C4-GRT-04,,Telenor,ISHL01,72.50000000000001,85.08333333333333,110.50000000000003,89,106.83333333333334,369.25,472.4999999999999,82.5,186.08333333333334,173.49999999999994,182.58333333333334,41.33333333333333,201.66666666666669,22.25,599,103.5,147.21666666666667,346.25,436.41666666666663,139.83333333333334,,,,,,,,,,,,3967.7999999999997,,20,0.9540763888888888,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
49,BGL1622,BGL1622__S_Village_Malka_MDKN3890,4,C4-GRT-04,20,Stand by,,,,,,,,,,,,,,,,,,300.6666666666667,,,678.6666666666666,,,,,,,,,,,,979.3333333333333,,2,0.9914988425925926,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
50,HWY3435,HWY3435__GJRChakMurtazaGT,3,C4-GRT-04,20,Stand by,,,,,,,,,,,,,,,,993.7333333333333,,12.583333333333336,,,4.749999999999999,,,,,,,,,,,,1011.0666666666667,,3,0.9882978395061728,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
51,RUR6241,RUR6241__S_Chokori_Khurd_Ktla_Qasim_MDLM3309,3,C4-GRT-04,20,Stand by,,,,,,,,,,,,,,,,,,94.25,507.66666666666674,,94.16666666666664,,,,,,,,,,,,696.0833333333334,,3,0.9919434799382717,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
52,JPJ3112,JPJ3112__Farroqeazamjalalpu,3,C4-GRT-04,27,Stand by,,,,231.25,,,388.7499999999999,,,,,,,139.08333333333331,,,,135.33333333333334,,,,,,,,,,,,,,,894.4166666666666,,4,0.9896479552469135,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
53,BGL2204,BGL2204__MairShareef,3,C4-GRT-04,20,Stand by,,116.5833333333333,148.08333333333331,135.6666666666667,55.5,55.25,27.833333333333336,112.5,40.833333333333336,78.74999999999999,96.41666666666666,100.41666666666666,29.750000000000004,27.416666666666664,334.16666666666663,92.05000000000001,139.25000000000006,706.6666666666664,237.4166666666668,,351,,,,,,,,,,,,2885.5499999999997,,19,0.9666024305555555,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
54,RUR0511,RUR0511__KotliKohal,3,C4-GRT-04,,CP Prime,,,,,,,,,,,,,,963.3000000000003,,,,,,,,,,,,,,,,,,,963.3000000000003,,1,0.9888506944444444,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
55,LLM6248,LLM6248__S_Mohallah_Hussain_MDLM3308,3,C4-GRT-04,20,Stand by,,,,,,,,,,,,,,,,13.25,,,,,,,,,,,,,,,,,13.25,,1,0.9998466435185185,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
56,GJR6264,GJR6264__S_JalalPur_JattanRoad_MDGU4171,3,C4-GRT-04,,CP Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
57,GJR9852,GJR9852__Mohalkhalidaba,4,C4-GRT-04,20,Stand by,,,,253.49999999999997,,38.16666666666667,,,,,,,,,,,,254.33333333333334,,,,,,,,,,,,,,,546,,3,0.9952604166666668,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
58,GJR3436,GJR3436__GulshanColonyGujrat,4,C4-GRT-04,27,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
59,GJR6286,GJR6286__S_Mohalla_Sultanabad_Main_GT_Rd_MDGU4262,4,C4-GRT-04,20,Stand by,,,,224.33333333333337,,,,14.166666666666664,,,,,,,,,,,,,90.50000000000001,,,,,,,,,,,,329.00000000000006,,3,0.9971440972222223,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
60,JPJ6403,JPJ6403__S_IslamGarh_Ufone1335,3,C4-GRT-04,,Ufone,CI-1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
61,RUR0687,RUR0687__Jandal,4,C4-GRT-04,27,Stand by,,20.333333333333332,,4.916666666666667,213.66666666666663,146.4166666666667,103.41666666666669,41.833333333333336,,6.25,,70.25,320.41666666666674,479.4166666666666,972.7166666666667,123.49999999999999,515.8166666666667,271.3,495.83333333333326,,90.58333333333334,,,,,,,,,,,,3876.6666666666665,,16,0.9663483796296296,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
62,GJR0737,GJR0737__shahen_Chow,4,C4-GRT-04,30+30,Stand by,,,,,,,139.36666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,139.36666666666667,,1,0.9987902199074074,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
63,DHN8757,DHN8757__Dhulanwala,3,C4-GRT-04,,CP Prime,,,,,,,,,,,555.1666666666667,,,,,,,1348.0833333333335,,7.250000000000001,,,,,,,,,,,,,1910.5000000000002,,3,0.9778877314814816,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
64,RUR6245,RUR6245__S_Ugowal_MDGU7674,3,C4-GRT-04,,Telenor,LDNR01,,,,41.33333333333333,,,,,,,,,,,,,901.25,53.08333333333334,,,,,,,,,,,,,,995.6666666666667,,3,0.9884760802469136,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,Telenor,LDNR01,Macro
65,GJR6247,GJR6247__S_Kot_Uddu_Wall_MDGU4252,3,C4-GRT-04,20,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
66,DIL2202,DIL2202__Rolia,3,C4-GRT-04,20,Stand by,,,,,,,,,,,,,38.49999999999999,,,,,,,,,,,,,,,,,,,,38.49999999999999,,1,0.9995543981481481,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
67,JPJ5565,JPJ5565_H_Nikka Dawara Rd Jalalpur Gujrat,3,C4-GRT-04,,Enfrashare,EC1-GUT-03045,,,,,469,,,,,,,,,,479.0000000000001,,,,,,,,,,,,,,,,,948.0000000000001,,2,0.9890277777777777,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
68,RUR5649,RUR5649__S_Gidian,3,C4-GRT-04,,Enfrashare,EC1-GUT-01990,492.5000000000001,,,,,,,,,,,,,,,18.25,78.58333333333334,42.99999999999999,8.083333333333334,71.33333333333334,,,,,,,,,,,,711.7500000000002,,6,0.9917621527777777,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,Enfra,EC1-GUT-01990,Macro
69,RUR9208,RUR9208__Chopala,3,C4-GRT-04,20,Stand by,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,20.5,,1,0.9997627314814815,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
70,GJR5729,GJR5729__S_Gillanwala,3,C4-GRT-04,,Enfrashare,EC1-GUT-02342,21.75,177.50000000000003,67.23333333333332,167.41666666666669,173.7833333333333,448.1666666666668,138.70000000000002,49.55,187.39999999999995,249.23333333333332,218.25,289.41666666666663,294.59999999999997,,,,,,,,,,,,,,,,,,,2483,,13,0.9712615740740741,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
71,GJR6258,GJR6258__S_Star_Colony_Bhimber_Road_MDGU4249,3,C4-GRT-04,30,Stand by,,,6.249999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.249999999999999,,1,0.9999276620370371,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
72,SKL9912,SKL9912__ChakSada,4,C4-GRT-04,30,Stand by,,,,,,,41.249999999999986,,,,,,,,,,,,475.49999999999994,,,,,,,,,,,,,,516.7499999999999,,2,0.9955143229166667,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
73,RUR3844,RUR3844__LLMNadirHospitalJor,3,C4-GRT-04,27,Stand by,,,,625.9999999999999,,,157.16666666666666,,,,,210,,,,,,189.75,,,212.58333333333337,,,,,,,,,,,,1395.5,,5,0.9838483796296296,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
74,FTP6242,FTP6242__S_Fatehpur_MDFP4296,4,C4-GRT-04,27,Stand by,,,,,,242.83333333333331,177.33333333333337,,,,,,,,,,,114.33333333333331,,41.5,2861.4,,,,,,,,,,,,3437.4,,5,0.9701614583333334,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
75,GJR0397,GJR0397__Marghazar,4,C4-GRT-04,30,Stand by,,185.75000000000003,117.74999999999999,110.16666666666666,38.666666666666664,77.16666666666666,144.08333333333331,73.66666666666667,,111.33333333333334,77.33333333333333,38.916666666666664,157.83333333333331,139.58333333333334,,77.75000000000001,138.5,180.75000000000006,128.83333333333331,68,31,,,,,,,,,,,,1897.083333333333,,18,0.9835322627314815,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
76,HWY6462,HWY6462__S_SadiqAbadGTRoad,3,C4-GRT-04,,E.Co,e.coPK019022PU,,,,,,,,,,,,,,,,,,1395.9,,,,,,,,,,,,,,1395.9,,1,0.98384375,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
77,RUR9210,RUR9210__Dheenda,3,C4-GRT-04,31,Stand by,,,,,,,,,,,,,,,,,,,,,40.58333333333333,,,,,,,,,,,,40.58333333333333,,1,0.9995302854938273,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
78,HWY1576,HWY1576__Langaryal,3,C4-GRT-04,9,Stand by,,157.08333333333334,64.75,27.749999999999996,45.24999999999999,55.583333333333336,91.41666666666669,253.74999999999997,40.583333333333336,48.666666666666664,52.166666666666664,27.749999999999996,105.16666666666667,84.83333333333333,,260.83333333333326,,188.41666666666666,80.24999999999999,101.74999999999997,156.75000000000003,,,,,,,,,,,,1842.7499999999998,,18,0.978671875,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
79,JPJ3534,JPJ3534__MangowalRd,3,C4-GRT-04,20,Stand by,,,,436.4166666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.4166666666666,,1,0.9949488811728395,7406.9,5245.549999999998,11325.750000000002,15929.73333333333,12042.383333333333,11858.749999999998,8306.25,4844.233333333334,4030.733333333333,4536.9,5224.133333333333,4355.266666666666,5678.6500000000015,5497.816666666665,9708.916666666666,7074.900000000001,16843.383333333335,11606.95,10990.316666666664,33652.816666666666,0,0,0,0,0,0,0,0,0,0,0,0,C4-GRT-04,,,Macro
